id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
70992,Matteo Lodo,M,21,196,90,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
71013,Esther Ruth  Lofgren,F,27,188,79,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
71030,Glen Loftus,M,28,187,70,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
71034,"Eleanor ""Elle"" Logan",F,20,188,86,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
71034,"Eleanor ""Elle"" Logan",F,24,188,86,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
71034,"Eleanor ""Elle"" Logan",F,28,188,86,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
71131,"Abraham Robertus ""Bram"" Lomans",M,25,200,96,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
71203,Matthew Long,M,25,194,89,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Bronze
71237,Thomas Pkemei Longosiwa,M,30,175,57,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",Bronze
71277,Shelley Looney,F,30,165,64,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
71312,Priscilla Lopes-Schliep,F,25,163,67,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Bronze
71399,Juan Martn Lpez,M,31,178,74,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
71530,Nike Lorenz,F,19,170,69,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
71687,Constantine Michael Louloudis,M,20,190,92,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
71687,Constantine Michael Louloudis,M,24,190,92,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
71922,Lu Xiuzhi,F,22,160,45,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Bronze
71926,Lu Ying,F,23,175,65,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Silver
71933,Lu Zhiwu,M,23,182,76,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
71937,Luan Guilherme de Jesus Vieira,M,23,180,71,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
71941,Luan Garcia Teixeira,M,23,183,79,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
71984,Lucas Pezzini Leiva,M,21,179,74,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
71985,Lucas Rodrigues Moura da Silva,M,19,173,81,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
72033,Rosario Luchetti,F,24,160,57,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
72033,Rosario Luchetti,F,28,160,57,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
72051,Frank Luck,M,34,179,76,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,Silver
72051,Frank Luck,M,34,179,76,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
72059,Robert Lcken,M,31,199,95,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
72071,"Thomas David ""Tom"" Lucy",M,20,194,94,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
72143,Elia Luini,M,21,184,71,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Silver
72191,Theresa Anne Luke,F,33,180,78,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
72208,Yevgeniy Yuryevich Lukyanenko,M,23,190,79,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,Silver
72276,Kristina Anna Maria Lundberg,F,20,172,86,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
72346,Bjrn Henrik Lundqvist,M,23,185,87,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
72346,Bjrn Henrik Lundqvist,M,31,185,87,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
72398,Luo Xuejuan,F,20,167,64,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,Gold
72407,Roberto Luongo,M,30,190,93,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
72407,Roberto Luongo,M,34,190,93,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
72435,Albert Luque Martos,M,22,184,75,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
72446,Thomas Peter Lurz,M,28,183,76,Germany,GER,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 10 kilometres Open Water,Bronze
72446,Thomas Peter Lurz,M,32,183,76,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,Silver
72520,Jessica Lutz,F,24,174,65,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
72523,Manuela Lutze,F,26,185,78,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Gold
72523,Manuela Lutze,F,30,185,78,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
72523,Manuela Lutze,F,34,185,78,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
72543,Germn Daro Lux,M,22,186,78,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
72554,Lock Luypaert,M,24,181,78,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
72599,Toni Petteri Lydman,M,28,185,92,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
72599,Toni Petteri Lydman,M,32,185,92,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
72611,Oleh Viktorovych Lykov,M,31,202,105,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
72681,Tatyana Viktorovna Lysenko (-Beloborodova),F,28,180,85,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Hammer Throw,Gold
72753,Ma Yibo,F,28,174,70,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
72798,Olli Mtt,M,19,187,89,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
72848,Sofa Maccari,F,28,165,66,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
73001,"Allan ""Al"" MacInnis",M,38,188,95,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
73021,"Timothy ""Tim"" Mack",M,31,187,81,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,Gold
73050,Linda June MacKenzie (-Single),F,24,161,52,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
73094,Brittany MacLean,F,22,172,70,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
73102,Carla MacLeod,F,23,163,63,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
73102,Carla MacLeod,F,27,163,63,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
73104,Hannah Louise Macleod,F,28,172,67,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
73104,Hannah Louise Macleod,F,32,172,67,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
73119,Shannon Ann MacMillan,F,25,165,59,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
73153,Natalia Madaj,F,28,175,68,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Gold
73221,Tianna Madison-Bartoletta,F,26,168,58,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
73221,Tianna Madison-Bartoletta,F,30,168,58,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
73221,Tianna Madison-Bartoletta,F,30,168,58,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Gold
73275,Sren Madsen,M,24,185,71,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
73280,Kingsley Madu,M,20,171,79,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
73295,Jaak Mae,M,29,182,77,Estonia,EST,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
73357,Ji Magl,M,32,174,65,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
73389,"Samantha ""Sam"" Magee",F,21,182,83,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver
73404,Maurren Higa Maggi,F,32,173,61,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Long Jump,Gold
73445,Filippo Magnini,M,22,188,80,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
73450,Christine Marie Magnuson,F,22,185,73,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,Silver
73450,Christine Marie Magnuson,F,22,185,73,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
73453,James Magnussen,M,21,198,94,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Silver
73453,James Magnussen,M,21,198,94,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
73453,James Magnussen,M,25,198,94,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
73489,Emily Maguire,F,24,169,61,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
73544,Jesse Mahieu,M,25,195,92,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
73645,Leonie Rebekka Maier,F,23,163,62,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
73683,Sandrine Mainville,F,24,173,65,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
73719,Clover Margaret Maitland,F,28,168,62,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
73728,Laura Maiztegui,F,21,163,64,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
73729,Fabio Maj,M,31,183,78,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
73742,Petra Majdi,F,30,176,65,Slovenia,SLO,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Sprint,Bronze
73758,Tomasz Majewski,M,26,204,142,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,Gold
73758,Tomasz Majewski,M,30,204,142,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,Gold
73817,Sergey Aleksandrovich Makarov,M,27,192,100,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,Bronze
73817,Sergey Aleksandrovich Makarov,M,31,192,100,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,Bronze
73857,Taoufik Makhloufi,M,24,170,67,Algeria,ALG,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",Gold
73857,Taoufik Makhloufi,M,28,170,67,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Silver
73857,Taoufik Makhloufi,M,28,170,67,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Silver
73911,Lucas Markian Makowsky,M,22,181,78,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
73958,Vladimir Igorevich Malakhov,M,33,193,105,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
73989,"Thomas Andrew ""Tom"" Malchow",M,24,198,86,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,Gold
73998,Claudio Andrs del Trnsito Maldonado Rivera,M,20,173,67,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
74063,Marek Malk,M,30,196,103,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
74120,Grgory Mallet,M,24,196,84,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
74120,Grgory Mallet,M,28,196,84,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
74175,Jordan Malone,M,25,168,62,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
74175,Jordan Malone,M,29,168,62,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
74179,Ryan Gregory Malone,M,30,193,100,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
74202,Valrie Maltais,F,23,165,62,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
74228,Dmitry Vladimirovich Malyshko,M,26,184,77,Russia,RUS,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
74294,Florent Manaudou,M,21,199,99,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 50 metres Freestyle,Gold
74294,Florent Manaudou,M,25,199,99,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Silver
74294,Florent Manaudou,M,25,199,99,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
74295,Laure Manaudou,F,17,180,69,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,Gold
74295,Laure Manaudou,F,17,180,69,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 800 metres Freestyle,Silver
74295,Laure Manaudou,F,17,180,69,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Backstroke,Bronze
74297,"Ronell Joshua ""Josh"" Mance",M,20,191,82,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
74401,Vronique Mang,F,19,173,59,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
74453,Mirela Maniani-Tzelili,F,23,165,64,Greece,GRE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Javelin Throw,Silver
74453,Mirela Maniani-Tzelili,F,27,165,64,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Javelin Throw,Bronze
74460,Maurice Manificat,M,27,185,72,France,FRA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
74639,Simone Ashley Manuel,F,20,178,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Silver
74639,Simone Ashley Manuel,F,20,178,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,Gold
74639,Simone Ashley Manuel,F,20,178,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
74639,Simone Ashley Manuel,F,20,178,73,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
74659,"Leonel Ernesto ""Leo"" Manzano",M,27,165,57,United States,USA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",Silver
74674,Julio Csar Manzur Caffarena,M,23,185,83,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
74699,Roxana Maracineanu,F,25,165,52,France,FRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,Silver
74731,James Marburg,M,25,191,94,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
74757,Marcelo Vieira da Silva Jnior,M,20,173,72,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
74757,Marcelo Vieira da Silva Jnior,M,24,173,72,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
74795,Carlos Marchena Lpez,M,21,182,75,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
74950,Melanie Margalis,F,24,173,65,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
74953,"Mara Mercedes ""Mechi"" Margalot",F,25,159,52,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
74953,"Mara Mercedes ""Mechi"" Margalot",F,29,159,52,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
74953,"Mara Mercedes ""Mechi"" Margalot",F,33,159,52,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
74987,Gilles Marguet,M,34,171,70,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
75029,Hanna Emilie Marin,F,26,169,65,Belgium,BEL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
75107,Tereza Moncheva Marinova,F,23,173,56,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Triple Jump,Gold
75181,"Daniil Yevgenyevich ""Danny"" Markov",M,25,185,86,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
75239,Patrick Denis Marleau,M,30,188,95,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
75239,Patrick Denis Marleau,M,34,188,95,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
75293,Dzsenifer Marozsn,F,24,171,68,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
75295,Darcy Marquardt,F,33,182,72,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
75337,"Marcos ""Marquinhos"" Aos Corra",M,22,185,75,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
75404,Christine Irene Marshall,F,21,165,66,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
75433,Trevor Marsicano,M,20,172,75,United States,USA,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver
75451,Marta Vieira da Silva,F,18,162,58,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
75451,Marta Vieira da Silva,F,22,162,58,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
75468,Adrienne Elizabeth  Martelli,F,24,186,77,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Bronze
75551,Damir Martin,M,24,189,97,Croatia,CRO,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Silver
75551,Damir Martin,M,28,189,97,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Single Sculls,Silver
75654,Kim Kristine Martin-Hasson,F,15,166,68,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
75654,Kim Kristine Martin-Hasson,F,19,166,68,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
75717,Emilio Damin Martnez Martnez,M,23,177,78,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
75753,Joan Lino Martnez Armenteros,M,26,176,69,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,Bronze
75800,Manuel Martnez Gutirrez,M,29,185,132,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,Bronze
